player_id,install_date,platform,country,channel,player_class,ab_group,d1_retained,d7_retained,d30_retained,total_revenue,is_payer,level_reached
p_000096,2024-01-15,iOS,US,google_uac,Warrior,variant_a,0,0,0,0.0,0,13
p_000097,2024-01-12,Android,DE,organic,Rogue,control,0,0,0,0.0,0,9
p_000098,2024-01-01,iOS,US,paid_social,Warrior,variant_a,1,0,0,0.0,0,11
p_000099,2024-01-03,Android,US,crosspromo,Warrior,control,1,0,0,0.0,0,13
p_000100,2024-01-01,iOS,FR,organic,Mage,control,0,0,0,0.0,0,13
p_000101,2024-01-21,iOS,GB,influencer,Rogue,control,0,0,0,0.0,0,27
p_000102,2024-01-08,Android,US,influencer,Hunter,variant_a,1,0,0,0.0,0,46
p_000103,2024-01-15,iOS,US,influencer,Warrior,control,0,0,0,0.0,0,17
p_000104,2024-02-17,Android,FR,influencer,Warrior,variant_a,0,0,0,0.0,0,16
p_000105,2024-01-06,Android,CA,organic,Mage,variant_a,1,0,0,0.0,0,27
p_000106,2024-01-11,iOS,US,paid_social,Rogue,control,0,0,0,0.0,0,17
p_000107,2024-01-29,Android,DE,organic,Rogue,control,1,1,0,0.0,0,9
p_000108,2024-01-06,Android,GB,paid_social,Warrior,control,0,0,0,0.0,0,23
p_000109,2024-01-02,Android,KR,google_uac,Paladin,variant_a,0,0,0,0.0,0,29
p_000110,2024-01-07,iOS,JP,organic,Hunter,variant_a,1,0,0,0.0,0,27
p_000111,2024-01-04,iOS,JP,organic,Hunter,control,1,0,0,0.0,0,12
p_000112,2024-02-23,Android,DE,organic,Warrior,control,0,0,0,0.0,0,12
p_000113,2024-02-03,iOS,FR,google_uac,Warrior,control,0,0,0,0.0,0,2
p_000114,2024-01-21,iOS,US,influencer,Hunter,control,0,0,0,0.0,0,23
p_000115,2024-02-11,iOS,JP,organic,Mage,control,0,0,0,0.0,0,20
p_000116,2024-02-02,Android,CA,influencer,Mage,control,0,0,0,0.0,0,14
p_000117,2024-01-05,Android,US,google_uac,Hunter,variant_a,0,0,0,0.0,0,30
p_000118,2024-02-14,iOS,DE,organic,Mage,variant_a,0,0,0,0.0,0,25
p_000119,2024-01-16,iOS,CA,paid_social,Mage,variant_a,1,0,0,0.0,0,12
p_000120,2024-02-02,Android,GB,paid_social,Warrior,variant_a,0,0,0,0.0,0,11
p_000121,2024-02-15,iOS,JP,organic,Mage,variant_a,0,0,0,0.0,0,15
p_000122,2024-01-08,Android,BR,google_uac,Mage,variant_a,1,1,0,0.0,0,9
p_000123,2024-01-03,iOS,BR,paid_social,Warrior,variant_a,1,0,0,0.0,0,8
p_000124,2024-01-06,iOS,KR,paid_social,Rogue,variant_a,0,0,0,0.0,0,5
p_000125,2024-01-12,iOS,GB,google_uac,Warrior,control,0,0,0,0.0,0,23
p_000126,2024-02-04,iOS,US,organic,Rogue,variant_a,0,0,0,0.0,0,25
p_000127,2024-02-09,Android,JP,influencer,Warrior,control,0,0,0,0.0,0,8
p_000128,2024-01-01,Android,RU,influencer,Warrior,variant_a,1,1,0,0.0,0,14
p_000129,2024-01-15,Android,KR,google_uac,Mage,control,0,0,0,0.0,0,29
p_000130,2024-01-11,Android,CA,paid_social,Hunter,variant_a,0,0,0,0.0,0,13
p_000131,2024-01-06,iOS,US,influencer,Paladin,variant_a,0,0,0,0.0,0,19
p_000132,2024-01-03,Android,JP,organic,Hunter,variant_a,1,0,0,0.0,0,17
p_000133,2024-01-09,Android,CA,influencer,Mage,control,1,0,0,0.0,0,5
p_000134,2024-02-27,iOS,KR,organic,Hunter,variant_a,0,0,0,0.0,0,22
p_000135,2024-01-08,iOS,GB,organic,Paladin,variant_a,0,0,0,0.0,0,17
p_000136,2024-01-15,iOS,JP,paid_social,Mage,control,1,0,0,0.0,0,21
p_000137,2024-01-25,iOS,FR,influencer,Warrior,control,0,0,0,0.0,0,9
p_000138,2024-01-10,Android,US,google_uac,Mage,variant_a,1,0,0,0.0,0,19
p_000139,2024-03-12,Android,JP,organic,Mage,control,1,1,0,0.0,0,12
p_000140,2024-03-06,Android,US,organic,Mage,variant_a,1,0,0,0.0,0,7
p_000141,2024-01-06,Android,JP,influencer,Mage,variant_a,0,0,0,0.0,0,8
p_000142,2024-01-14,iOS,US,influencer,Hunter,control,0,0,0,0.0,0,32
p_000143,2024-01-08,iOS,DE,influencer,Rogue,control,0,0,0,0.0,0,61
p_000144,2024-01-07,Android,DE,google_uac,Rogue,control,0,0,0,0.0,0,7
p_000145,2024-01-01,iOS,RU,organic,Mage,variant_a,0,0,0,0.0,0,39
p_000146,2024-01-19,iOS,RU,organic,Rogue,variant_a,0,0,0,0.0,0,54
p_000147,2024-01-14,Android,CN,organic,Warrior,control,0,0,0,0.0,0,8
p_000148,2024-01-02,iOS,US,influencer,Hunter,variant_a,0,0,0,0.0,0,19
p_000149,2024-01-07,iOS,US,crosspromo,Mage,variant_a,0,0,0,0.0,0,8
p_000150,2024-02-17,iOS,DE,paid_social,Warrior,control,1,1,0,0.0,0,8
p_000151,2024-01-06,iOS,JP,google_uac,Paladin,variant_a,0,0,0,0.0,0,4
p_000152,2024-01-04,Android,CN,paid_social,Rogue,control,1,0,0,0.0,0,12
p_000153,2024-01-14,iOS,BR,paid_social,Mage,variant_a,0,0,0,0.0,0,10
p_000154,2024-03-25,iOS,JP,organic,Rogue,control,0,0,0,0.0,0,20
p_000155,2024-01-06,iOS,CN,google_uac,Mage,control,1,0,0,0.0,0,22
p_000156,2024-01-23,iOS,CN,paid_social,Warrior,variant_a,1,1,0,0.0,0,23
p_000157,2024-01-29,Android,JP,organic,Mage,control,1,1,0,0.0,0,15
p_000158,2024-01-06,iOS,DE,influencer,Mage,control,0,0,0,0.0,0,44
p_000159,2024-01-27,iOS,FR,crosspromo,Paladin,variant_a,0,0,0,0.0,0,19
p_000160,2024-01-10,Android,KR,crosspromo,Mage,variant_a,1,0,0,0.0,0,22
p_000161,2024-01-21,iOS,CA,google_uac,Hunter,variant_a,0,0,0,0.0,0,9
p_000162,2024-01-21,Android,FR,organic,Mage,control,0,1,0,0.0,0,14
p_000163,2024-01-16,iOS,US,paid_social,Warrior,control,1,0,0,0.0,0,1
p_000164,2024-01-02,Android,GB,paid_social,Rogue,control,0,0,0,0.0,0,21
p_000165,2024-02-06,Android,CA,google_uac,Rogue,variant_a,0,0,0,0.0,0,4
p_000166,2024-01-08,Android,BR,organic,Warrior,control,1,0,0,0.0,0,19
p_000167,2024-01-05,Android,JP,organic,Rogue,control,1,0,0,0.0,0,30
p_000168,2024-01-01,iOS,BR,google_uac,Hunter,control,1,0,0,0.0,0,20
p_000169,2024-01-18,Android,FR,organic,Hunter,variant_a,1,0,0,0.0,0,18
p_000170,2024-01-23,iOS,CN,paid_social,Warrior,control,1,0,0,0.0,0,23
p_000171,2024-01-01,iOS,CA,organic,Paladin,control,0,0,0,0.0,0,33
p_000172,2024-01-15,iOS,KR,paid_social,Paladin,control,1,1,1,4.6,0,13
p_000173,2024-01-06,iOS,CA,crosspromo,Rogue,variant_a,1,0,0,0.0,0,17
p_000174,2024-01-21,Android,FR,crosspromo,Mage,control,0,0,0,0.0,0,7
p_000175,2024-01-04,iOS,RU,paid_social,Paladin,variant_a,0,0,0,0.0,0,16
p_000176,2024-01-24,Android,JP,organic,Rogue,variant_a,1,0,0,0.0,0,41
p_000177,2024-01-10,iOS,BR,crosspromo,Warrior,control,0,0,0,0.0,0,27
p_000178,2024-02-25,Android,BR,organic,Paladin,control,1,0,0,0.0,0,10
p_000179,2024-01-03,Android,CA,influencer,Warrior,control,1,0,0,0.0,0,7
p_000180,2024-01-09,Android,RU,paid_social,Paladin,variant_a,1,0,0,0.0,0,20
p_000181,2024-01-03,Android,FR,google_uac,Rogue,variant_a,0,0,0,0.0,0,15
p_000182,2024-02-21,Android,US,organic,Paladin,control,1,0,0,0.0,0,21
p_000183,2024-02-11,iOS,US,organic,Paladin,variant_a,1,0,0,0.0,0,20
p_000184,2024-01-06,iOS,JP,google_uac,Warrior,control,0,0,0,0.0,0,10
p_000185,2024-01-22,Android,CA,crosspromo,Warrior,variant_a,1,0,0,0.0,0,38
p_000186,2024-02-03,Android,US,influencer,Rogue,variant_a,0,1,0,0.0,0,17
p_000187,2024-01-17,iOS,US,paid_social,Warrior,variant_a,0,1,0,0.0,0,25
p_000188,2024-01-16,iOS,GB,google_uac,Mage,variant_a,0,0,0,0.0,0,8
p_000189,2024-01-06,iOS,GB,paid_social,Rogue,variant_a,0,0,0,0.0,0,9
p_000190,2024-01-02,iOS,CN,paid_social,Paladin,variant_a,1,0,0,0.0,0,10
p_000191,2024-02-15,Android,US,organic,Mage,variant_a,1,0,0,0.0,0,6
p_000192,2024-02-16,iOS,US,paid_social,Paladin,control,0,0,0,0.0,0,6
p_000193,2024-01-21,Android,US,organic,Mage,control,1,0,0,0.0,0,23
p_000194,2024-01-09,Android,CA,organic,Hunter,control,0,0,0,0.0,0,9
p_000195,2024-01-09,iOS,BR,influencer,Hunter,control,1,0,0,0.0,0,5
p_000196,2024-01-26,iOS,RU,paid_social,Rogue,control,1,0,0,0.0,0,14
p_000197,2024-02-15,iOS,JP,organic,Hunter,control,0,0,0,0.0,0,21
p_000198,2024-02-13,Android,CA,influencer,Hunter,control,0,0,0,0.0,0,13
p_000199,2024-01-31,iOS,JP,influencer,Mage,control,0,0,0,0.0,0,8
p_000200,2024-01-21,iOS,JP,paid_social,Rogue,variant_a,0,0,0,0.0,0,13
p_000201,2024-01-02,iOS,CN,paid_social,Warrior,control,0,0,0,0.0,0,28
p_000202,2024-01-04,iOS,CA,organic,Paladin,variant_a,1,0,0,0.0,0,22
p_000203,2024-02-15,iOS,CN,organic,Mage,variant_a,1,0,0,0.0,0,3
p_000204,2024-01-19,iOS,CN,paid_social,Warrior,control,1,0,0,0.0,0,28
p_000205,2024-01-01,iOS,US,organic,Warrior,variant_a,0,0,0,0.0,0,30
p_000206,2024-01-03,Android,US,paid_social,Rogue,control,1,0,0,0.0,0,13
p_000207,2024-01-22,iOS,US,paid_social,Warrior,control,0,0,0,0.0,0,7
p_000208,2024-01-01,Android,US,google_uac,Hunter,control,0,0,0,0.0,0,17
p_000209,2024-01-04,Android,KR,paid_social,Rogue,variant_a,1,0,0,0.0,0,22
p_000210,2024-01-16,Android,DE,google_uac,Hunter,control,0,0,0,0.0,0,46
p_000211,2024-01-24,iOS,CA,paid_social,Rogue,control,1,0,0,0.0,0,16
p_000212,2024-01-22,iOS,US,paid_social,Paladin,variant_a,0,0,0,0.0,0,8
p_000213,2024-01-06,Android,CN,paid_social,Warrior,variant_a,0,0,0,0.0,0,47
p_000214,2024-01-25,Android,KR,google_uac,Hunter,variant_a,1,0,0,0.0,0,37
p_000215,2024-01-06,iOS,US,crosspromo,Rogue,variant_a,0,0,0,0.0,0,18
p_000216,2024-01-08,iOS,KR,influencer,Hunter,variant_a,0,1,0,0.0,0,29
p_000217,2024-01-28,Android,RU,organic,Rogue,variant_a,1,0,0,0.0,0,17
p_000218,2024-01-21,iOS,CA,paid_social,Rogue,control,0,0,0,0.0,0,12
p_000219,2024-02-07,Android,KR,organic,Paladin,variant_a,1,1,0,0.0,0,15
p_000220,2024-01-22,Android,US,crosspromo,Paladin,control,0,0,0,0.0,0,8
p_000221,2024-01-17,iOS,DE,organic,Paladin,control,0,0,0,0.0,0,16
p_000222,2024-01-02,Android,CA,organic,Hunter,variant_a,0,0,0,0.0,0,29
p_000223,2024-01-10,iOS,BR,organic,Warrior,control,0,0,0,0.0,0,12
p_000224,2024-01-07,Android,RU,influencer,Paladin,variant_a,1,0,0,0.0,0,8
p_000225,2024-01-06,iOS,DE,organic,Hunter,variant_a,0,0,0,0.0,0,12
p_000226,2024-03-13,iOS,CN,organic,Rogue,control,0,0,0,0.0,0,24
p_000227,2024-01-10,Android,US,influencer,Paladin,variant_a,1,0,0,0.0,0,27
p_000228,2024-02-14,iOS,US,influencer,Paladin,variant_a,1,0,0,0.0,0,23
p_000229,2024-01-20,Android,KR,influencer,Mage,variant_a,0,0,0,0.0,0,34
p_000230,2024-02-01,iOS,US,paid_social,Warrior,variant_a,0,1,0,0.0,0,12
p_000231,2024-01-14,iOS,US,crosspromo,Rogue,variant_a,0,0,0,0.0,0,15
p_000232,2024-01-18,iOS,BR,google_uac,Hunter,control,0,0,0,0.0,0,11
p_000233,2024-01-14,Android,US,organic,Mage,control,0,0,0,0.0,0,19
p_000234,2024-01-05,iOS,CN,organic,Mage,variant_a,0,0,0,0.0,0,23
p_000235,2024-01-26,Android,US,influencer,Hunter,variant_a,0,0,0,0.0,0,6
p_000236,2024-01-07,iOS,CA,influencer,Hunter,variant_a,0,1,0,0.0,0,15
p_000237,2024-01-01,Android,GB,paid_social,Rogue,control,1,1,0,0.0,0,5
p_000238,2024-01-21,Android,US,crosspromo,Mage,variant_a,1,0,0,0.0,0,10
p_000239,2024-01-04,iOS,US,google_uac,Mage,variant_a,0,0,0,0.0,0,15
p_000240,2024-02-26,iOS,GB,organic,Mage,variant_a,0,0,0,0.0,0,22
p_000241,2024-03-02,Android,BR,organic,Warrior,variant_a,0,0,0,0.0,0,38
p_000242,2024-02-19,Android,BR,paid_social,Hunter,control,1,0,0,0.0,0,7
p_000243,2024-01-10,Android,CA,organic,Mage,control,0,0,0,0.0,0,25
p_000244,2024-01-01,Android,BR,paid_social,Hunter,variant_a,0,0,0,0.0,0,26
p_000245,2024-02-22,Android,FR,influencer,Paladin,variant_a,0,0,0,0.0,0,24
p_000246,2024-01-12,Android,CA,google_uac,Rogue,control,0,0,0,0.0,0,5
p_000247,2024-03-09,Android,BR,organic,Mage,control,0,0,0,0.0,0,34
p_000248,2024-03-07,Android,US,organic,Paladin,control,0,0,0,0.0,0,26
p_000249,2024-02-08,iOS,CA,influencer,Hunter,variant_a,1,0,0,0.0,0,12
p_000250,2024-01-07,Android,BR,google_uac,Hunter,control,0,0,0,0.0,0,20
p_000251,2024-01-10,Android,CA,organic,Paladin,variant_a,0,0,0,0.0,0,43
p_000252,2024-02-08,iOS,RU,crosspromo,Mage,control,1,0,0,0.0,0,25
p_000253,2024-01-08,Android,US,google_uac,Warrior,variant_a,1,0,0,0.0,0,17
p_000254,2024-01-04,iOS,US,influencer,Hunter,control,0,0,0,0.0,0,11
p_000255,2024-01-17,Android,DE,organic,Hunter,control,0,0,0,0.0,0,9
p_000256,2024-02-25,Android,US,influencer,Rogue,control,0,0,0,0.0,0,17
p_000257,2024-01-24,iOS,JP,paid_social,Hunter,variant_a,0,0,0,0.0,0,12
p_000258,2024-01-17,Android,US,organic,Mage,variant_a,0,0,0,0.0,0,12
p_000259,2024-01-03,iOS,US,influencer,Paladin,variant_a,0,0,0,0.0,0,6
p_000260,2024-01-20,Android,DE,google_uac,Paladin,control,0,0,0,0.0,0,13
p_000261,2024-03-30,Android,US,organic,Hunter,control,0,0,0,0.0,0,24
p_000262,2024-01-04,iOS,CN,paid_social,Warrior,control,0,0,0,0.0,0,18
p_000263,2024-01-15,Android,GB,google_uac,Paladin,variant_a,1,0,0,0.0,0,11
p_000264,2024-02-11,Android,JP,google_uac,Mage,variant_a,0,0,0,0.0,0,11
p_000265,2024-01-28,iOS,US,influencer,Hunter,variant_a,0,0,0,0.0,0,28
p_000266,2024-01-24,iOS,US,crosspromo,Mage,control,0,0,0,0.0,0,4
p_000267,2024-01-25,Android,US,organic,Mage,control,0,0,0,0.0,0,13
p_000268,2024-01-09,Android,RU,google_uac,Rogue,control,0,0,0,0.0,0,3
p_000269,2024-01-07,Android,CA,paid_social,Paladin,control,1,0,0,0.0,0,25
p_000270,2024-02-03,iOS,BR,google_uac,Warrior,control,1,0,0,0.0,0,16
p_000271,2024-02-03,Android,KR,paid_social,Paladin,control,1,1,0,0.0,0,13
p_000272,2024-02-10,Android,US,organic,Paladin,variant_a,0,0,0,0.0,0,19
p_000273,2024-02-18,iOS,US,organic,Warrior,variant_a,0,0,0,0.0,0,23
p_000274,2024-01-15,Android,US,organic,Mage,variant_a,0,0,0,0.0,0,20
p_000275,2024-01-14,iOS,US,google_uac,Paladin,control,0,0,0,0.0,0,23
p_000276,2024-02-02,Android,CA,organic,Warrior,control,1,1,0,0.0,0,42
p_000277,2024-01-21,Android,RU,organic,Paladin,variant_a,0,0,0,0.0,0,4
p_000278,2024-01-25,iOS,DE,crosspromo,Mage,variant_a,0,1,0,0.0,0,27
p_000279,2024-02-01,Android,JP,influencer,Rogue,control,0,0,0,0.0,0,8
p_000280,2024-02-14,Android,US,organic,Rogue,control,0,0,0,0.0,0,43
p_000281,2024-01-09,iOS,RU,paid_social,Hunter,control,0,0,0,0.0,0,7
p_000282,2024-01-10,Android,CA,google_uac,Paladin,variant_a,0,0,0,0.0,0,29
p_000283,2024-01-02,Android,US,organic,Hunter,variant_a,1,1,0,0.0,0,1
p_000284,2024-01-18,Android,BR,google_uac,Hunter,control,0,0,0,0.0,0,16
p_000285,2024-01-01,Android,BR,paid_social,Rogue,variant_a,0,0,0,0.0,0,9
p_000286,2024-01-13,iOS,US,organic,Paladin,control,0,0,0,0.0,0,19
p_000287,2024-01-16,Android,US,google_uac,Paladin,variant_a,0,0,0,0.0,0,13
p_000288,2024-01-07,Android,US,crosspromo,Mage,variant_a,1,0,0,0.0,0,18
p_000289,2024-01-18,iOS,US,paid_social,Warrior,variant_a,1,0,0,0.0,0,16
p_000290,2024-01-01,Android,CN,google_uac,Warrior,variant_a,1,1,0,0.0,0,33
p_000291,2024-01-01,Android,CA,paid_social,Rogue,variant_a,1,1,0,0.0,0,34
p_000292,2024-02-04,Android,KR,organic,Rogue,control,1,1,0,0.0,0,7
p_000293,2024-01-09,Android,US,organic,Mage,control,0,0,0,0.0,0,17
p_000294,2024-01-03,Android,KR,google_uac,Hunter,control,0,1,0,0.0,0,19
p_000295,2024-01-15,Android,US,organic,Warrior,variant_a,0,0,0,0.0,0,8
p_000296,2024-01-30,Android,GB,google_uac,Hunter,variant_a,1,0,0,0.0,0,12
p_000297,2024-01-05,Android,GB,organic,Paladin,variant_a,1,0,0,0.0,0,10
p_000298,2024-01-20,iOS,FR,paid_social,Mage,control,0,0,0,0.0,0,13
p_000299,2024-01-02,Android,RU,google_uac,Rogue,variant_a,0,0,0,0.0,0,30
p_000300,2024-01-02,iOS,US,organic,Rogue,control,1,0,0,0.0,0,7
p_000301,2024-01-16,Android,CA,organic,Rogue,control,1,0,0,0.0,0,13
p_000302,2024-01-16,iOS,US,organic,Mage,variant_a,1,0,0,0.0,0,12
p_000303,2024-01-21,iOS,US,google_uac,Paladin,variant_a,1,0,0,0.0,0,18
p_000304,2024-01-26,iOS,RU,crosspromo,Mage,control,1,0,0,0.0,0,25
p_000305,2024-03-15,Android,JP,paid_social,Paladin,control,0,1,1,89.75,1,31
p_000306,2024-01-15,iOS,US,organic,Rogue,control,1,0,0,0.0,0,16
p_000307,2024-01-08,Android,DE,crosspromo,Warrior,variant_a,0,0,0,0.0,0,21
p_000308,2024-02-01,iOS,FR,paid_social,Mage,control,0,0,0,0.0,0,15
p_000309,2024-01-07,Android,JP,organic,Warrior,control,0,0,0,0.0,0,8
